"id";"swls_1_t1";"swls_2_t1";"swls_3_t1";"swls_4_t1";"swls_5_t1";"uls_1_t1";"uls_2_t1";"uls_3_t1";"uls_4_t1";"uls_5_t1";"uls_6_t1";"uls_7_t1";"uls_8_t1";"uls_9_t1";"awb_1_t1";"awb_2_t1";"awb_3_t1";"awb_4_t1";"awb_5_t1";"awb_6_t1";"demog_ses_t1";"party_affiliation_t1";"support_election2020_t1"
"FA20_CJPUPNZQFGHC";3;3;3;5;4;3;2;3;3;3;2;3;3;2;2;4;3;3;3;3;7;2;2
"FA20_CK54W46WDWLO";3;5;6;7;7;3;3;4;3;4;2;2;3;4;4;4;4;3;2;1;8;1;1
"FA20_CNDGQ6V49E2D";5;6;6;5;7;4;4;4;3;3;3;4;3;3;2;4;4;4;5;4;7;3;3
"FA20_CO34FWPBN86Y";6;6;6;5;5;2;4;3;3;4;4;3;3;3;2;3;5;3;5;3;9;1;1
"FA20_CP8TJG53YKSS";2;3;2;1;1;4;3;2;3;2;2;1;3;3;1;2;4;3;5;4;5;2;2
"FA20_CPKHDJK7YBIV";4;7;5;3;2;2;3;4;3;4;4;4;3;3;1;4;3;1;3;2;4;2;2
"FA20_CQ4O0ZFFXZ6C";6;6;6;6;6;2;4;4;2;4;4;4;2;4;1;3;4;3;2;4;9;2;2
"FA20_CQN59WLEYTF4";3;2;2;1;1;4;2;2;3;1;1;2;4;1;2;5;2;4;2;3;9;2;2
"FA20_CT7O3MP9321M";6;7;7;7;4;1;4;4;3;4;3;3;3;4;1;3;5;3;5;4;5;2;2
"FA20_CVORCMHQ81A3";6;6;6;6;3;3;3;3;3;3;3;3;3;3;3;3;5;3;4;4;8;1;1
"FA20_CVX20PNW9FB8";6;5;6;5;2;1;3;3;2;4;4;3;2;4;1;3;5;4;4;3;7;2;2
"FA20_CY0PNTFA0VKC";2;5;5;3;1;4;2;2;4;3;1;2;3;1;4;5;4;4;1;1;8;2;2
"FA20_CYJ3LJ1VEAUY";2;2;2;6;2;4;4;3;3;4;3;2;4;3;2;5;3;3;3;1;9;2;2
"FA20_CZEQAEPWUTFC";6;4;6;6;5;4;3;3;3;3;3;3;3;3;2;3;4;4;4;3;5;2;2
"FA20_CZW7MY4IZZ4B";2;2;4;2;4;3;3;4;2;4;3;2;3;2;2;3;3;3;2;4;4;3;2
"FA20_D0FON874RTYH";2;3;5;4;3;2;3;3;2;3;3;4;2;3;3;5;4;3;2;3;5;2;2
"FA20_D2Y5VNCBLHYG";2;3;5;5;2;3;4;4;3;4;3;3;2;4;2;4;4;3;3;3;5;2;2
"FA20_D3MHDI7RH9YT";3;5;3;6;5;3;3;3;4;4;2;3;3;2;2;3;4;5;3;2;4;2;2
"FA20_D4094G0BWCCM";3;2;5;5;3;3;3;3;2;3;3;3;2;4;1;2;4;2;4;3;4;2;2
"FA20_D54124WPYK9G";5;5;6;2;4;2;4;4;2;3;3;4;2;4;2;4;5;2;4;3;8;4;NA
"FA20_D5YFEVJ7RK0P";1;2;1;2;2;3;1;2;2;3;2;2;4;2;5;4;2;2;1;1;6;2;2
"FA20_D6PX49DTTAP8";5;6;6;5;3;3;4;4;3;4;3;3;2;4;3;4;5;2;5;3;7;2;2
"FA20_D7SOY3TAXQS8";6;6;5;5;5;3;3;4;2;4;3;4;2;4;5;4;4;4;3;3;6;1;2
"FA20_D9AVU0KKF9FT";6;5;4;6;6;2;4;3;2;3;3;2;3;4;2;4;5;2;4;3;8;1;1
"FA20_D9V3JEJ4C1XS";5;5;5;3;2;3;3;3;3;3;2;2;3;2;2;3;4;3;4;4;7;2;2
"FA20_D9W5JDT2C66P";3;5;6;6;5;1;4;4;3;4;4;4;2;4;2;3;5;1;4;4;7;2;2
"FA20_DA7WNR6UUJGI";2;3;5;5;5;3;2;3;3;3;3;3;3;3;5;5;2;5;1;3;5;2;2
"FA20_DBQWRNUXUV24";6;6;6;6;6;2;3;4;2;4;3;4;2;4;2;1;5;2;5;5;10;1;1
"FA20_DCO41FJ6HLAS";4;5;5;4;5;3;4;3;2;4;4;3;3;3;1;2;4;1;4;3;3;1;1
"FA20_DDC7UGAGP61A";3;3;1;4;6;3;3;4;2;4;4;2;3;4;5;2;2;3;2;1;7;2;2
"FA20_DEG7HODSX130";5;5;5;4;6;3;4;3;2;4;3;3;4;2;2;5;4;3;4;3;5;2;2
"FA20_DEUK28N4GXRQ";5;4;6;6;4;2;4;4;2;4;4;4;2;4;2;5;4;1;4;4;6;2;2
"FA20_DGJUHK1XXFIJ";2;6;5;4;1;3;3;2;3;2;2;2;3;3;1;3;4;3;3;2;9;3;2
"FA20_DGRW61Y4U6C3";1;2;2;2;2;3;3;2;4;4;3;3;3;2;3;5;2;4;3;2;4;4;3
"FA20_DGVZOFW1D4XC";6;3;3;5;7;3;3;4;4;3;3;4;4;3;1;2;5;3;3;1;6;2;2
"FA20_DHJ0207UOSM6";3;6;5;6;2;4;4;4;3;4;4;4;4;2;3;5;5;3;5;1;8;1;1
"FA20_DNTDYGYIOMZ7";2;2;3;2;2;4;2;3;3;2;2;3;4;3;4;5;3;4;2;2;5;4;2
"FA20_DO8ZMRUU58D3";5;4;3;5;5;3;4;4;2;4;4;4;2;4;3;5;4;4;3;2;6;2;3
"FA20_DS7BKP11Z4QL";4;5;6;5;6;3;3;4;3;4;3;2;3;3;3;4;3;3;2;1;7;2;2
"FA20_DTJBEGDMZRNF";6;5;6;6;3;3;3;4;3;3;3;4;3;3;1;4;5;2;3;3;4;4;1
"FA20_DTWV803T8KN8";5;4;3;6;6;2;3;4;3;3;4;3;3;3;1;5;3;3;2;1;6;2;3
"FA20_DX6YK0GPH07B";2;6;3;6;5;2;3;4;3;4;2;2;3;2;3;4;3;3;3;1;9;2;2
"FA20_DXBSDNHTYVN6";3;3;5;4;1;3;3;4;3;4;4;3;3;3;1;2;4;1;4;3;7;4;3
"FA20_DXC0A52M4Z5P";2;6;6;2;5;3;2;4;2;4;4;2;3;3;1;3;5;3;3;3;5;2;2
"FA20_DZ9KY0STG8LV";1;2;2;4;1;4;3;3;3;3;3;3;4;3;3;4;2;5;2;3;5;2;2
"FA20_E06A279TUX7T";5;6;6;6;5;3;3;4;2;4;3;4;2;4;2;3;4;1;4;4;8;4;1
"FA20_E1NQAZ6SZWDP";1;2;1;3;1;4;2;3;3;3;2;2;3;3;3;5;1;3;1;2;7;2;2
"FA20_E1V045X224Q4";5;4;5;6;3;4;2;2;4;3;2;3;4;1;4;4;3;4;3;3;6;1;2
"FA20_E35WVASWXPJA";1;5;5;4;1;3;2;4;4;4;2;3;3;3;2;4;4;4;2;1;6;2;2
"FA20_E37AYXBSA0TQ";5;7;6;2;5;2;4;4;2;4;4;4;1;3;2;4;5;2;5;3;7;2;2
"FA20_E4QF2SZ0AAIF";2;3;3;3;1;3;3;4;3;1;1;3;3;3;4;5;2;4;1;2;2;3;2
"FA20_E5MZCP47FWN1";3;6;5;5;3;4;2;2;4;2;2;2;4;3;2;5;2;5;3;1;8;2;2
"FA20_E7F3OFSY9D8P";3;3;4;2;3;4;3;4;3;3;3;3;3;3;2;4;3;3;2;2;8;2;2
"FA20_E7LR7MDFWYPV";4;3;3;4;2;4;3;3;3;3;3;3;4;3;1;4;3;5;1;2;5;4;2
"FA20_ECZQAHSRBV9D";2;2;5;6;2;4;3;4;3;3;3;3;4;4;1;4;4;3;2;3;6;2;2
"FA20_EDBY4H6OHPXO";4;5;6;6;6;3;2;4;2;4;3;3;4;4;1;5;3;5;3;1;8;2;2
"FA20_EEJKMC34WFDD";6;5;5;6;5;3;2;4;3;3;3;3;3;3;2;5;4;4;3;2;8;2;2
"FA20_EESFOOASN2S7";2;2;2;2;2;4;3;3;3;2;3;3;3;3;2;5;3;4;2;1;4;2;2
"FA20_EF1RKTNDNFY6";3;5;3;5;4;2;3;4;2;4;4;4;2;3;3;2;3;2;3;3;5;2;2
"FA20_EHC4CFK6GMGV";5;2;3;2;1;4;3;4;3;4;3;3;3;2;3;4;4;3;3;3;8;2;2
"FA20_EIDTL1K9N7F9";1;1;2;2;1;4;3;2;4;3;3;2;4;3;3;5;2;5;2;1;4;1;1
"FA20_EJ5FPLPXVT4U";2;5;6;5;3;4;2;1;3;2;2;2;4;2;3;5;2;5;2;1;3;2;2
"FA20_EM46OYVM62JH";5;5;2;2;2;2;3;1;4;2;2;2;4;1;3;5;2;5;3;1;6;2;2
"FA20_EMJ4TRKA829K";5;5;6;6;5;3;3;4;2;4;4;3;3;2;2;5;3;1;2;2;7;2;2
"FA20_EOM9EAN0W77D";2;2;2;3;1;4;3;3;3;2;3;2;3;3;3;5;3;5;3;1;6;2;2
"FA20_EOYP5QMVGK1E";2;4;4;5;4;4;3;2;3;3;3;3;3;3;3;5;3;3;2;1;4;3;3
"FA20_EP0O22AT8B3J";2;3;2;2;1;4;3;4;4;4;3;3;4;3;3;5;3;4;2;1;6;2;2
"FA20_EQVNJK3KQYGX";3;5;5;6;6;2;3;3;2;3;3;3;2;3;2;2;4;1;3;5;4;2;2
"FA20_ERZJ5R2LM5MV";6;6;6;6;6;2;3;4;3;4;4;4;2;4;1;2;5;3;5;5;6;2;2
"FA20_ES306QTH1J6Y";3;3;5;6;2;3;2;3;4;3;2;2;1;2;1;4;5;2;3;3;6;2;2
"FA20_ETAH6XP6PQVC";2;1;3;6;3;3;3;3;3;3;3;3;3;3;2;3;4;4;1;3;8;1;2
"FA20_EUO9FL3KLH2Y";5;3;5;5;6;3;3;4;2;3;3;3;3;2;2;3;5;2;4;4;8;2;2
"FA20_EVAVMVF6XV6J";2;3;4;4;3;3;3;3;3;3;3;3;3;3;2;4;3;2;2;4;5;2;2
"FA20_EY5MYDEAMHS1";5;6;6;6;5;2;4;4;2;4;4;4;2;4;2;3;4;2;2;3;9;2;2
"FA20_EYH54WNSCJCF";5;6;6;5;5;3;4;4;2;4;4;4;3;4;3;4;5;3;4;3;6;4;2
"FA20_EZIIOK1D45H3";2;3;5;3;6;2;2;4;3;4;2;3;3;3;1;3;2;3;3;1;3;2;2
"FA20_F12XQHZUKGY8";3;5;4;2;2;3;4;3;3;3;4;3;4;3;2;3;3;2;3;5;6;2;2
"FA20_F3W6UYAAEGIW";2;3;2;2;1;4;4;4;2;4;4;4;2;4;4;3;4;4;3;3;NA;NA;NA
"FA20_F4E3C9V02ZNX";2;3;4;3;6;4;2;2;4;3;2;2;4;2;3;4;3;5;2;2;7;1;1
"FA20_F7QRYSQXV8CY";3;4;4;3;3;2;2;3;2;3;3;2;1;3;2;4;2;4;3;3;5;4;3
"FA20_F80PVRB9WWP4";6;7;7;7;7;2;3;4;2;4;3;4;2;4;3;4;4;2;4;3;6;3;3
"FA20_FD2W8O2ZJ75S";6;6;3;5;6;1;4;4;2;4;4;3;1;4;1;2;5;1;5;4;7;1;2
"FA20_FFB6RWHE8WJ3";5;5;6;2;1;3;2;3;3;2;2;1;4;3;5;5;3;1;2;1;7;4;1
"FA20_FH8BIBFQGPKN";6;6;6;7;7;2;4;4;2;4;4;4;2;4;2;4;4;2;3;2;7;2;2
"FA20_FISEQIYML8HB";2;3;2;2;2;4;2;3;4;3;3;3;4;3;2;5;3;4;2;1;3;2;2
"FA20_FJMAH9FNGCIX";4;6;5;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;4;2;9;1;1
"FA20_FJWR6AISSOEK";5;2;2;1;6;3;3;4;3;4;4;3;3;4;1;5;3;3;3;4;10;3;2
"FA20_FK345NHKYDK5";3;1;4;3;4;1;3;4;1;2;2;3;3;4;3;4;4;3;5;4;5;4;2
"FA20_FL9IY2ADH0EE";6;7;6;6;6;3;4;3;3;4;4;4;3;4;1;3;4;2;5;4;9;2;2
"FA20_FM1409GL56R6";7;3;6;5;3;2;3;3;1;1;3;2;2;3;2;5;3;3;4;1;6;3;2
"FA20_FNBG31NUQDRF";6;6;6;6;6;3;2;3;3;3;3;3;2;4;3;4;4;3;4;2;7;1;1
"FA20_FPRYG7LG4E2D";6;5;6;6;6;3;3;4;3;4;2;3;3;3;1;3;3;3;1;4;8;3;2
"FA20_FQJU3H3SCAGD";3;6;6;7;6;2;3;4;2;4;4;4;2;3;2;3;4;2;4;3;8;2;2
"FA20_FRQBTHS8XU9P";5;5;5;5;3;3;3;3;3;4;4;3;3;3;2;3;4;2;3;3;8;2;2
"FA20_FTH4MHSL8FNZ";2;5;3;3;5;3;2;2;2;3;3;3;2;4;2;3;3;2;2;5;6;1;1
"FA20_FUEYQ6SQTWT4";3;5;6;6;2;4;2;3;3;3;2;2;3;2;2;5;3;3;2;2;8;2;2
"FA20_FXUI80F6PMAZ";5;6;5;6;3;2;3;4;3;4;3;3;2;4;1;3;4;2;3;3;7;1;1
"FA20_FZFQFU02PCZX";5;5;7;2;4;3;3;4;2;4;2;4;3;3;1;5;5;5;3;1;6;2;2
"FA20_G5NKVZ2KP5VB";2;3;3;3;3;3;3;2;3;2;3;2;3;3;2;4;2;3;2;2;7;1;1
"FA20_G80MXJMUT02V";6;6;5;6;6;3;3;2;3;2;3;2;2;1;2;3;4;3;4;5;9;1;1
"FA20_GCVYFUPT3IC9";5;6;6;7;6;2;4;3;2;3;4;3;2;3;1;3;4;2;3;3;8;4;2
"FA20_GDT5CPYPFHAR";3;2;3;6;2;4;3;3;4;2;3;2;4;2;2;5;3;3;4;3;3;2;2
"FA20_GHJQZSV3Q61P";3;4;2;4;5;4;2;2;3;2;3;2;4;3;4;5;2;4;2;1;4;4;2
"FA20_GINX172LE6XG";4;6;5;3;3;3;3;2;3;2;2;2;3;2;1;5;3;3;3;2;6;2;2
"FA20_GIQ617LXZYLD";5;6;3;5;3;4;3;3;3;3;3;2;3;4;1;4;4;3;2;5;5;2;2
"FA20_GJ0KQDS9CLWM";2;5;2;3;2;4;2;2;4;3;3;3;3;1;4;5;4;5;3;2;7;1;1
"FA20_GJWVAXTH6798";6;6;6;7;5;3;4;4;2;4;4;4;3;4;4;2;5;1;5;5;3;2;2
"FA20_GKZF1F8YW53Q";7;6;7;7;6;2;4;4;3;4;4;2;2;3;1;4;5;2;3;5;8;2;2
"FA20_GL29K8ZGOYU5";3;5;5;4;2;3;3;4;2;1;3;2;3;4;1;5;2;5;5;4;3;4;2
"FA20_GMKT3DP6J3AF";5;5;3;3;1;3;3;4;3;4;3;3;2;4;3;5;4;4;1;4;7;2;2
"FA20_GMZW8B7VG4BD";3;3;3;3;1;3;3;3;3;3;2;3;3;3;4;5;2;3;2;1;6;2;2
"FA20_GNSFOCAVRGZ9";5;6;6;5;3;2;4;4;2;4;4;4;2;4;2;4;5;3;4;3;7;1;2
"FA20_GOJ7XXWQD67D";3;5;5;3;2;3;2;2;3;4;2;2;3;3;2;4;3;1;2;3;8;4;3
"FA20_GOPJOYTRJVHA";4;3;2;1;2;3;2;2;3;2;3;2;3;3;1;2;2;2;2;4;4;4;1
"FA20_GRADE97Z6SQM";5;5;3;5;2;2;2;3;3;3;2;3;2;3;2;4;3;2;2;3;7;2;2
"FA20_GS8Y819KYQ4K";5;3;5;6;6;2;3;4;3;4;4;4;2;3;2;3;4;3;2;1;4;2;2
"FA20_GSCKWNV0U69S";5;5;6;7;6;3;3;3;3;3;3;3;3;3;1;5;4;3;3;1;4;2;2
"FA20_GURZOT2KPLC6";6;7;7;7;7;3;4;2;2;3;2;3;2;3;1;1;5;1;4;5;7;4;3
"FA20_GVGUFNRWDG7I";3;5;4;3;3;2;4;4;2;4;4;3;2;4;1;3;4;1;3;3;7;1;1
"FA20_GWFL8THY9QND";5;6;4;5;5;3;4;4;2;4;3;3;2;4;2;4;4;3;3;3;8;2;2
"FA20_GYXODNWW71DT";5;5;2;3;5;3;4;4;3;3;4;3;3;3;2;4;4;3;4;4;6;2;2
"FA20_GZRUS5COXY9I";6;6;6;5;3;2;4;4;3;4;4;3;3;3;1;5;5;3;5;2;6;2;2
"FA20_H2Z1HOO9XNJT";5;5;5;5;4;3;2;3;3;4;3;3;2;3;3;4;4;3;4;2;6;1;1
"FA20_H42FK6L6K2DR";3;3;4;5;2;1;3;3;2;3;2;3;3;2;1;3;4;2;3;3;7;2;2
"FA20_H55RMPFEWWGZ";2;3;2;2;1;4;3;4;3;4;3;3;4;4;5;5;2;5;1;2;9;4;2
"FA20_H6JQXWPOMF9G";4;5;6;6;5;2;4;3;2;4;2;4;2;3;2;2;4;2;4;3;7;2;2
"FA20_H7EY2KBJEJK6";5;6;6;6;3;2;2;4;1;2;1;3;1;3;2;3;4;2;4;3;7;1;1
"FA20_H8V63Y4SKJVW";6;6;6;3;2;3;4;4;3;4;3;3;2;2;2;3;3;3;2;2;4;2;2
"FA20_H9J55U1DPIIC";3;5;2;5;3;3;4;4;2;4;3;4;2;2;3;5;2;1;2;1;7;2;2
"FA20_HB3HWD7HMGT9";6;6;7;5;6;3;4;4;3;4;4;4;3;4;3;3;4;3;4;3;7;1;1
"FA20_HCYIEO67D2G9";4;3;5;4;5;2;3;3;1;3;4;3;2;2;1;2;5;2;4;2;5;4;3
"FA20_HE6DN12O42OR";1;1;2;5;5;3;4;3;2;4;3;4;3;3;3;5;3;4;2;3;7;2;2
"FA20_HFONWF2PI2O1";1;5;3;4;3;2;4;3;2;3;4;3;3;4;1;2;4;2;5;3;6;2;2
"FA20_HFSCASMPHGFF";3;3;5;5;6;3;3;4;2;4;3;4;3;4;2;4;4;4;4;3;5;2;2
"FA20_HG0IT72KBCO1";6;6;6;6;6;2;4;4;2;4;4;4;2;4;2;4;4;2;4;3;9;2;2
"FA20_HH9M8MLBWKRE";5;5;5;5;3;2;2;2;4;2;2;2;4;2;3;3;4;2;3;1;4;2;2
"FA20_HHGYKXHVC4D4";2;2;2;2;1;3;2;3;4;3;2;3;3;4;3;5;3;4;2;2;4;2;2
"FA20_HIY56A97WFYM";2;7;6;7;6;1;4;4;2;4;4;4;2;4;1;2;4;1;3;3;6;2;2
"FA20_HKHN6PQOUMB4";2;4;2;3;3;4;3;3;4;3;3;3;3;4;2;4;1;4;2;1;4;2;2
"FA20_HLVWCDULXMG0";4;4;4;3;3;4;3;3;2;2;3;3;3;4;2;4;4;2;2;2;3;2;2
"FA20_HO81GXD1LOQW";3;5;5;5;3;3;3;4;3;3;3;3;2;4;3;4;3;3;4;2;6;2;2
"FA20_HOVEUFNI77TA";5;7;7;6;3;3;3;4;3;4;3;3;4;3;1;4;4;2;4;1;6;4;2
"FA20_HPNSQA8YVE1L";4;6;6;6;2;3;3;3;3;3;3;3;3;3;4;4;4;2;4;2;8;1;1
"FA20_HUPDFK9U9U3M";3;2;3;2;3;3;3;2;3;4;3;3;3;3;3;5;2;5;3;2;5;2;2
"FA20_HY4TTEJTO2BA";2;5;5;5;3;2;3;4;2;4;3;3;2;3;3;3;4;1;4;5;3;2;2
"FA20_HZMAXWNAD0HP";3;3;3;4;3;2;4;4;2;3;3;3;2;4;3;3;2;4;3;1;9;1;1
"FA20_I00ZO1NRAN4V";5;5;5;5;6;3;3;3;2;4;2;3;2;4;3;4;5;2;4;3;4;4;2
"FA20_I0OFD88MGY41";6;7;6;7;7;3;3;2;4;2;3;2;3;2;1;5;3;2;2;3;7;1;1
"FA20_I0PCOG2G0S3T";2;2;2;3;2;3;3;3;2;3;3;3;4;4;2;3;3;2;3;3;7;2;2
"FA20_I1C17E9C6N1L";6;7;6;3;3;4;4;3;3;4;3;3;3;2;1;5;4;2;4;2;7;2;2
"FA20_I3GL4CUQ2ILE";6;7;7;5;6;2;3;2;1;3;3;3;1;4;1;4;4;1;4;3;7;3;3
"FA20_I4GEG4BTHY8U";1;3;2;1;3;4;3;1;4;2;2;2;4;2;4;5;3;4;3;2;4;4;2
"FA20_I5IZYWEGTNG7";5;6;6;6;6;3;3;3;3;3;3;3;4;3;3;3;5;4;4;3;7;2;2
"FA20_I5TIAHM9GDFI";3;5;5;6;4;3;1;2;3;3;2;3;2;1;2;4;4;2;4;3;4;4;2
"FA20_I8P5HAXP184O";3;6;4;4;3;2;3;3;3;4;3;4;3;3;3;3;3;3;3;4;6;3;3
"FA20_I9QISTMMQUD1";3;6;3;7;7;2;4;4;2;4;4;4;2;4;3;5;5;3;5;2;9;1;1
"FA20_IB5K5MW2G962";4;4;4;4;6;3;3;4;3;3;2;3;3;2;2;2;3;2;1;2;6;2;2
"FA20_IB6RLH4R4YOZ";4;5;5;5;5;3;3;4;3;4;3;3;3;4;3;4;3;3;3;2;7;2;2
"FA20_ICCMHIE83W1M";5;6;2;3;3;4;2;3;4;2;2;2;4;2;5;5;2;5;1;1;6;2;2
"FA20_IDZR8AUN3AWS";5;5;6;6;3;3;3;4;2;4;4;3;3;4;3;4;4;3;3;2;7;2;2
"FA20_IFOIA4EX6T17";5;5;5;5;2;3;4;3;2;3;3;3;3;4;5;4;5;4;2;3;NA;2;2
"FA20_IP4J6QMYRYJ2";3;5;3;5;5;4;3;4;3;3;3;3;4;3;1;2;3;3;3;4;7;2;2
"FA20_IQ9OR7HO0Z17";2;5;5;4;1;3;3;3;3;2;3;2;3;2;1;3;3;2;3;4;6;2;2
"FA20_IQDKO8CBWCIY";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"FA20_IQESTSWEITPF";2;5;6;6;3;1;4;2;2;3;2;3;3;3;2;5;5;4;5;2;8;2;2
"FA20_IRKUAEIQ7TW1";5;6;6;5;3;3;3;3;3;4;3;3;3;4;4;4;4;3;4;3;4;2;2
"FA20_IS7ZXBUV5ZL6";3;5;2;6;2;4;3;3;4;3;4;4;3;4;3;4;4;4;3;2;7;2;2
"FA20_IV2OEQUTIZ5P";3;5;2;5;3;3;3;2;3;3;3;2;3;3;2;4;3;3;3;2;7;2;2
"FA20_IVD9BWZMHE69";5;6;7;3;1;4;2;1;2;2;2;2;1;1;1;3;5;5;4;3;NA;2;2
"FA20_IVNSV6200VQE";3;6;4;4;3;4;3;3;3;2;3;3;4;3;3;4;3;4;1;1;4;2;2
"FA20_IWDYBQWZUG87";2;4;4;5;6;4;3;3;3;3;3;2;4;2;4;5;3;4;3;2;6;2;2
"FA20_IX3U6HEU52O8";1;2;1;3;1;3;3;1;3;1;3;2;3;3;3;3;1;5;2;1;7;2;2
"FA20_IXE1A5YMWJSR";6;6;6;6;5;2;4;4;2;4;4;3;3;4;2;5;5;3;4;3;8;1;2
"FA20_IY1U8W1D5XD8";5;6;7;6;5;3;3;4;3;4;2;3;2;4;4;5;5;1;3;4;3;3;2
"FA20_IYHL7B2MSMPS";2;5;2;1;2;4;2;2;1;3;3;3;3;4;3;5;5;5;5;3;7;1;1
"FA20_IYQFIO9S54FS";4;5;6;5;6;1;4;4;2;4;4;4;1;4;1;3;5;2;5;2;5;1;1
"FA20_IZHS47DFRMGM";6;6;6;7;4;3;3;4;2;4;2;2;3;3;1;4;4;2;3;2;7;4;3
"FA20_IZXQW0RZXLYU";6;7;7;7;7;3;4;4;3;4;4;4;3;3;2;5;4;5;3;3;10;2;2
"FA20_J17YTNAQN8BS";6;6;6;6;2;4;2;2;4;2;2;2;4;2;1;4;4;4;5;3;6;2;2
"FA20_J3AFQMZB59EW";2;2;2;6;3;3;2;2;3;2;3;2;3;1;4;3;4;4;3;4;7;1;1
"FA20_J3DEG9KUSRL7";5;2;2;7;5;3;3;3;3;3;3;2;3;2;2;5;2;4;1;3;4;2;2
"FA20_J3KXST2VE4WF";5;3;6;7;6;3;3;4;2;4;3;2;3;4;3;3;4;2;2;4;8;2;2
