"id";"swls_1_t1";"swls_2_t1";"swls_3_t1";"swls_4_t1";"swls_5_t1";"uls_1_t1";"uls_2_t1";"uls_3_t1";"uls_4_t1";"uls_5_t1";"uls_6_t1";"uls_7_t1";"uls_8_t1";"uls_9_t1";"awb_1_t1";"awb_2_t1";"awb_3_t1";"awb_4_t1";"awb_5_t1";"awb_6_t1";"demog_ses_t1";"party_affiliation_t1";"support_election2020_t1"
"FA20_OUBGBNCG1TTF";2;2;3;2;1;3;3;3;4;3;3;3;3;3;2;3;3;3;2;2;7;4;2
"FA20_OUY7YO6T8FJT";5;4;6;5;5;3;3;3;3;3;3;4;3;3;3;4;3;4;3;2;7;2;2
"FA20_OVZJGB4DINX4";3;4;3;5;2;3;3;3;4;3;4;2;3;2;3;4;4;4;1;2;8;2;2
"FA20_OWYA1IN4PUL3";5;5;5;4;3;3;4;4;2;4;4;4;2;4;3;3;4;3;4;3;7;2;2
"FA20_OY4JGBJPSLTF";5;5;3;5;4;3;3;3;3;3;3;3;3;3;2;4;3;3;4;3;6;2;2
"FA20_OY9GA9S7LCP2";1;2;4;3;5;3;3;3;2;3;4;3;2;2;2;5;3;5;4;1;4;2;2
"FA20_OYF96TWDI865";5;4;6;6;5;1;3;4;1;4;4;4;2;3;3;4;5;2;5;4;6;4;2
"FA20_OYMOQY0TKJ99";5;5;5;5;7;3;3;4;2;4;3;3;2;4;3;3;3;3;3;3;8;1;1
"FA20_P1TGDUU8ZVLR";1;2;3;2;2;3;3;2;3;2;2;3;3;3;3;4;2;4;3;3;3;2;2
"FA20_P23WR7CMHDDO";5;5;5;5;5;2;3;3;3;4;3;3;3;4;3;2;3;2;4;5;6;2;2
"FA20_P32BHN9ZHG99";2;5;4;4;1;4;3;2;4;3;3;3;4;2;3;5;4;4;3;4;6;2;2
"FA20_P45EI5I72MH5";2;4;4;2;1;3;2;3;3;4;2;2;3;3;2;5;3;4;3;2;6;3;3
"FA20_P4HQ1QC2R1ZS";6;6;6;6;3;4;4;4;3;4;4;3;3;4;3;5;3;4;3;4;8;3;3
"FA20_P5PK3NWWMAK0";4;5;5;5;3;2;4;4;2;4;3;4;2;4;2;3;3;4;4;3;7;4;2
"FA20_P6WA6LUEU7NM";6;7;7;6;7;1;4;4;1;4;3;2;1;4;1;1;1;1;1;1;1;1;2
"FA20_P8RDCLW9P6SQ";4;5;5;5;5;3;3;4;2;4;3;3;3;3;4;5;3;4;1;2;7;3;3
"FA20_P8YTJ8Z8BX9F";2;3;2;1;2;3;3;3;4;2;2;2;3;3;3;4;3;2;3;2;4;1;1
"FA20_PBCO5PT92IF7";2;5;2;5;5;3;3;4;3;2;3;4;3;3;1;2;4;4;2;5;7;2;2
"FA20_PBMZFBO3RQMF";5;5;5;6;5;3;3;3;3;4;3;3;4;4;3;3;3;4;2;2;8;3;2
"FA20_PDLOA78HFB5S";3;3;2;5;2;3;4;2;3;2;3;3;4;2;3;4;5;5;4;3;4;2;2
"FA20_PDOGMYU669K1";3;3;3;5;1;4;2;3;4;4;3;2;4;2;4;5;3;3;4;4;7;2;2
"FA20_PEBARMZ4TXUL";3;3;5;2;4;4;3;2;3;2;3;3;4;2;3;2;3;2;1;3;7;2;2
"FA20_PGMTU99K9IKY";6;6;7;7;6;3;3;4;2;4;4;4;2;4;2;4;4;2;4;3;7;2;2
"FA20_PHMSB261RXJ2";5;5;6;3;6;4;2;2;4;2;3;2;4;3;4;5;3;4;1;1;3;2;2
"FA20_PI9Z0PSXLREI";5;7;5;7;3;4;3;3;3;4;2;3;4;3;1;4;3;4;2;3;7;2;2
"FA20_PIPJ6IDWUJT8";5;5;4;6;4;4;2;3;3;3;3;2;3;3;3;4;3;4;3;3;7;2;2
"FA20_PKLUWJ04XTOB";4;5;6;5;4;3;3;4;4;4;2;3;3;3;3;4;3;3;2;3;6;2;2
"FA20_PM5KI3I95929";5;4;6;7;7;3;2;3;3;4;3;3;3;3;2;5;3;3;4;1;7;4;2
"FA20_PMBBB66IPQMR";6;7;6;5;5;3;4;4;3;4;4;4;2;4;1;2;5;1;4;3;8;2;2
"FA20_PN0TL017BLEC";4;5;6;3;4;3;3;4;3;4;3;3;2;3;1;2;3;2;3;3;6;2;2
"FA20_PNCXAA5E7NJP";4;4;6;6;2;3;2;2;3;3;2;2;3;2;3;4;5;2;3;2;7;2;2
"FA20_POVI01M5RZQT";2;3;4;3;5;3;3;3;3;3;2;2;3;3;2;4;3;2;3;2;5;2;2
"FA20_POX6E9JNWWV2";2;1;1;1;1;3;1;2;3;3;2;1;2;1;2;5;1;5;1;1;7;2;2
"FA20_PPVYO3Y0RGSX";3;6;5;5;3;3;2;2;4;3;2;3;2;2;4;4;2;3;2;3;7;2;2
"FA20_PRLBB7GPQR3H";1;6;1;2;2;3;4;3;2;3;2;3;3;3;3;5;2;4;5;2;8;2;2
"FA20_PS9BAMZ7BSQ7";2;3;4;2;2;4;2;2;3;2;3;2;3;3;3;4;3;3;3;2;4;1;2
"FA20_PSZNCK2LJ13Z";2;5;2;3;2;3;3;3;2;3;2;3;3;3;1;4;2;3;3;2;5;2;2
"FA20_PT2YHP0OSIG6";6;6;5;5;3;1;3;4;2;4;3;4;2;4;1;2;5;1;4;4;8;4;2
"FA20_PV88HH5S4KRM";6;6;6;5;6;3;3;4;3;4;3;3;4;3;1;4;4;4;4;2;8;2;2
"FA20_PY4FNU500GHJ";1;3;1;2;1;4;2;1;4;2;1;2;4;2;4;5;1;5;1;2;6;2;2
"FA20_PYSFV8GN1CE7";1;1;3;5;2;3;2;4;3;4;2;3;4;4;3;5;2;5;1;3;3;2;2
"FA20_PZUG7CRADML1";7;7;1;3;7;2;4;4;2;3;4;4;2;4;3;2;5;1;5;4;5;4;3
"FA20_Q1I4E9LAVR4H";3;7;6;5;3;4;1;2;3;4;2;3;3;3;4;4;3;4;3;2;8;2;2
"FA20_Q4BAG69ZCVOM";2;5;1;3;3;4;2;2;4;2;2;2;3;2;2;2;1;4;2;3;7;1;1
"FA20_Q7XR7GEOBW04";6;6;5;5;5;3;3;3;3;3;4;3;3;3;4;5;3;4;2;3;9;3;1
"FA20_QA5IIY3AV0OA";5;5;6;6;7;3;4;4;2;4;4;4;2;4;1;5;5;2;4;2;8;2;2
"FA20_QBDGL5404TFG";2;6;5;6;3;2;3;4;3;4;3;3;3;4;2;5;4;3;2;1;9;2;1
"FA20_QBFVI3SX4GD3";3;2;2;1;1;4;3;4;3;4;2;3;4;3;4;5;3;3;2;2;9;3;2
"FA20_QBRMAPUN0UX1";3;3;5;5;2;2;3;3;2;3;3;3;2;3;4;5;3;3;3;2;6;2;2
"FA20_QCEH176VW734";6;6;6;6;5;4;2;1;3;2;2;2;3;3;4;4;3;2;2;2;5;4;1
"FA20_QDREO97610CL";4;6;5;3;6;3;3;4;3;4;3;3;3;3;3;4;3;3;3;2;8;3;2
"FA20_QESXAK55DFH6";4;6;3;2;2;3;2;3;3;3;3;3;3;3;4;5;3;4;3;2;6;2;2
"FA20_QFRB3S11Q41Q";3;5;3;6;2;2;3;4;3;4;3;3;3;4;2;4;4;2;3;5;4;2;2
"FA20_QFXPFS2W3EN6";5;5;6;5;5;2;4;4;3;4;3;3;3;4;1;4;4;2;3;2;9;2;2
"FA20_QGUTEH7SRCRR";1;4;1;4;1;4;2;3;4;3;2;3;4;3;4;5;3;4;3;2;7;2;2
"FA20_QHEFS542A6MM";6;4;5;4;5;3;3;4;2;3;4;3;3;4;1;2;5;1;4;3;6;1;1
"FA20_QHSHV4RNHL23";3;6;4;3;5;3;2;4;3;4;2;3;3;3;3;5;2;4;2;3;9;2;2
"FA20_QJ0LQCNDOVOU";5;6;6;6;6;3;2;4;3;4;2;3;3;3;3;4;4;1;3;3;8;2;2
"FA20_QJA69LUWAMJP";3;4;5;4;7;3;4;3;3;3;4;4;3;4;1;2;3;2;4;4;5;3;3
"FA20_QKVJQYO43A47";6;5;2;2;2;3;2;3;2;3;2;3;4;3;3;5;2;4;4;2;8;2;2
"FA20_QLBUW94MIFEV";6;6;6;2;2;3;3;3;2;3;4;3;2;3;4;4;3;2;3;1;3;1;2
"FA20_QMC3L6PBL2YZ";3;5;5;4;3;3;4;4;2;4;3;3;2;4;1;4;3;1;1;3;8;2;2
"FA20_QMQCNOLJPP3H";3;5;6;5;3;3;3;4;3;4;4;4;3;4;1;3;3;3;2;2;7;1;3
"FA20_QOYLFAWOD3NW";1;1;1;2;2;3;3;4;2;4;3;3;2;4;4;5;2;5;1;2;4;1;1
"FA20_QQ72JKP8R2SQ";5;4;6;6;4;3;3;4;3;4;3;3;2;2;3;5;4;2;2;2;6;2;2
"FA20_QROZNGYFB5AW";5;5;5;5;3;3;3;3;4;3;3;3;4;3;3;5;3;4;3;2;6;4;2
"FA20_QSTQSS3AI40S";5;3;5;1;2;3;3;2;2;3;3;4;3;2;2;3;1;3;1;1;4;2;2
"FA20_QT3HJ81VF8VP";1;2;2;4;2;4;3;2;4;2;3;3;3;2;1;5;1;5;3;1;6;3;2
"FA20_QTA6CPPVST3S";5;5;4;5;6;3;3;4;2;3;3;2;3;4;2;4;3;3;3;3;6;2;2
"FA20_QTXOM6KCRH5Z";5;6;7;7;7;2;4;4;2;4;4;4;2;4;3;2;5;2;5;3;7;2;2
"FA20_QWH2X38QLNBM";2;4;5;5;4;4;3;2;3;2;3;2;4;3;1;5;3;5;3;2;7;2;2
"FA20_QYB68S38W0BS";5;3;6;5;7;3;3;4;3;4;3;2;4;3;2;4;3;3;3;2;7;2;2
"FA20_QZNOZS1HZ3SK";2;6;6;2;1;4;2;3;4;4;3;3;4;3;4;5;3;4;4;1;10;3;2
"FA20_QZX3ZSSFSQ0C";2;1;4;2;1;4;1;1;4;2;3;2;4;3;2;5;3;3;3;3;6;2;2
"FA20_R01EE4A2TXUT";5;3;3;1;2;3;2;2;2;4;3;2;1;3;2;4;3;2;4;4;7;2;2
"FA20_R3W1490CEGQ7";3;4;3;3;5;4;3;3;4;3;3;3;3;3;4;5;3;5;3;3;7;2;2
"FA20_R64H22C15149";3;5;5;5;3;4;3;4;3;4;3;4;3;3;3;4;3;2;3;2;6;2;2
"FA20_R6W9TBWT34WF";1;2;1;2;1;4;3;2;4;3;3;2;4;2;1;5;1;4;1;1;4;1;1
"FA20_R7K408JV0A6I";6;6;6;6;6;2;4;4;3;4;3;3;3;4;1;5;4;3;4;2;7;4;2
"FA20_R81LGG6K4I3W";3;5;5;3;3;3;3;4;2;4;4;4;3;4;2;5;4;3;2;2;9;2;2
"FA20_R94ZAT2PXRRN";2;2;4;3;2;3;3;4;3;4;2;3;4;4;3;5;2;4;3;2;3;4;2
"FA20_RA48ONPK2CQI";6;5;6;6;2;3;4;4;3;3;4;4;2;3;2;3;5;1;4;5;7;1;1
"FA20_RBXABO5QVHAQ";3;4;6;5;4;3;2;3;3;3;3;3;3;3;1;3;4;2;4;4;8;4;2
"FA20_RC2GGPA3SKKB";3;6;5;7;3;3;2;4;3;4;2;3;3;2;3;5;3;3;3;2;8;1;1
"FA20_RCX1U2V2QQY6";2;5;2;1;5;3;1;3;3;3;1;2;4;3;3;5;3;3;2;1;6;2;2
"FA20_RDISQ0DWMHTX";3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;4;2;4;2;2;7;2;2
"FA20_RDJ8Z1D1CW84";2;2;2;3;2;3;2;4;3;4;2;3;4;4;3;4;4;3;2;3;7;2;2
"FA20_RFTB3Q0P9VRC";4;3;2;5;2;2;4;4;2;4;4;4;2;4;2;4;5;2;5;2;6;2;2
"FA20_RIC2KKLTDYFZ";2;2;2;5;6;3;4;2;3;2;4;4;4;2;1;5;3;5;3;3;6;2;2
"FA20_RJEUTOA0RE67";5;7;5;2;5;1;4;4;2;4;4;4;2;4;2;3;5;1;3;2;6;1;1
"FA20_RJMVWE1J2AH6";5;5;5;5;6;3;3;2;3;2;2;3;3;1;3;5;5;4;3;3;5;3;1
"FA20_RJSX4XACVQ96";3;3;3;5;2;3;3;3;3;4;3;2;4;4;2;3;3;3;3;3;7;2;2
"FA20_RK3GFJYY8ATN";5;5;6;7;7;2;4;4;2;4;4;4;2;4;2;3;4;1;5;4;6;4;2
"FA20_RLDIU8C8VEBD";6;6;6;5;2;3;3;2;4;2;3;3;4;3;1;2;4;2;3;3;6;4;2
"FA20_RLY5LN4ZL35N";2;3;2;3;1;4;2;1;4;1;1;1;4;3;2;4;2;5;2;4;7;3;3
"FA20_RN8PNALHSGZC";4;5;5;5;7;3;4;3;3;3;3;2;4;3;1;3;3;4;1;2;NA;2;2
"FA20_RO2PYJM6TOLM";6;7;6;6;6;3;4;4;3;4;4;3;2;4;3;4;5;3;5;1;7;4;2
"FA20_RO6SN3584MFO";1;1;1;1;1;4;3;2;4;2;3;2;4;2;3;5;3;5;1;1;2;3;2
"FA20_RO9PLQ4JV2YI";2;4;3;6;2;3;2;3;3;3;2;1;4;3;2;3;2;4;2;3;1;2;2
"FA20_RONLPC2YX45I";5;6;6;5;7;3;3;4;3;3;2;3;3;3;2;4;5;4;3;4;9;2;2
"FA20_RQND9JFGMMN2";5;5;6;4;3;3;3;4;3;4;3;3;2;4;2;4;4;1;3;3;3;2;2
"FA20_RS4U7RE5N3F0";3;3;3;3;1;3;3;3;4;2;3;3;3;3;2;4;2;3;2;1;6;2;2
"FA20_RSWTH6SGCNF2";6;6;6;6;5;2;4;3;2;4;4;4;2;4;3;3;5;4;4;2;6;1;3
"FA20_RTCGLY65P9WV";2;3;3;3;1;3;3;4;3;3;3;3;3;4;1;3;3;3;2;3;8;2;2
"FA20_RUHEX6B14QYN";5;5;6;6;5;2;3;4;2;3;3;3;2;4;4;3;3;2;4;1;6;1;1
"FA20_RUIRIDZUL13H";2;4;4;2;1;3;1;1;4;2;1;2;4;1;4;5;2;5;1;2;3;2;2
"FA20_RZSSLVYW3ZAZ";5;5;4;2;5;3;4;4;1;4;3;4;3;4;1;2;5;1;5;3;9;2;2
"FA20_S15ZJ2AWU62Z";5;5;2;6;2;3;3;2;3;2;3;3;2;3;2;3;3;2;4;3;5;2;2
"FA20_S31L15EWA7RW";5;5;5;4;4;3;3;3;3;4;3;2;3;2;1;2;4;1;1;5;9;2;2
"FA20_S35MEI90TOXE";6;6;6;6;6;4;2;3;2;3;3;3;2;3;3;3;3;2;3;3;5;1;1
"FA20_S5ZVJUCUIOEJ";2;2;2;5;6;4;3;3;3;4;4;3;3;4;4;4;4;5;4;3;8;3;3
"FA20_S73O0XJATOXC";6;3;5;5;4;4;2;2;3;2;3;2;4;2;1;4;4;3;3;2;6;2;2
"FA20_S7LV1YIG6WRG";3;3;3;3;5;3;3;3;4;3;3;3;4;2;3;5;4;5;2;2;3;2;2
"FA20_S8PSGVQP866B";2;2;2;5;2;3;3;3;3;3;3;3;4;3;3;4;3;3;2;2;3;2;2
"FA20_S99PMGP7IYPV";1;1;2;1;1;2;2;4;2;4;2;3;1;3;3;5;2;4;4;1;3;2;2
"FA20_SASNGITMZM9I";7;7;7;7;7;2;4;4;1;4;4;4;2;4;1;2;5;2;5;5;9;1;1
"FA20_SBNV0HK4HXNQ";5;5;2;2;2;4;3;3;3;3;2;3;3;3;1;3;3;3;1;2;9;2;2
"FA20_SCKK8UB6UKAA";5;5;5;7;3;1;3;3;4;3;3;3;3;2;5;4;5;4;3;2;3;2;2
"FA20_SDLPGR7CJKAG";3;3;3;5;4;3;3;3;2;4;4;3;3;3;3;4;1;5;3;3;4;2;2
"FA20_SHLKPUFXZHUG";5;6;6;7;6;3;4;3;3;4;3;4;2;3;1;4;4;5;3;4;7;2;2
"FA20_SI9KMXLM53JD";4;5;2;5;5;3;3;3;3;3;3;2;3;3;2;5;3;3;3;3;7;3;2
"FA20_SK0ACWOZYRWE";1;2;2;2;2;4;2;2;4;2;1;2;4;1;5;4;2;4;3;1;7;4;1
"FA20_SKUF6VFTOFAK";4;4;5;4;6;3;3;3;3;3;3;3;3;3;2;4;4;4;3;2;9;2;2
"FA20_SLRQEEHUQI1F";5;6;4;3;7;4;3;3;3;4;1;2;4;1;2;3;4;4;3;2;4;2;2
"FA20_SNXEA7R10X5Y";5;3;3;2;6;2;4;4;2;4;4;4;2;4;1;3;4;2;4;5;6;2;2
"FA20_SOJBJA7UU63W";5;6;5;6;5;3;3;3;4;3;3;3;3;3;3;5;3;4;4;3;6;2;2
"FA20_SS8XQC2CH9CS";6;5;6;6;2;3;3;3;3;4;3;3;3;4;4;5;3;2;4;4;6;4;2
"FA20_ST8X27QBZ0YJ";3;2;3;5;3;3;3;2;4;2;3;3;4;3;5;5;2;5;2;2;NA;2;2
"FA20_SUXGED4RPW1T";3;3;4;6;5;4;1;3;3;3;1;2;4;3;2;5;1;4;3;2;6;2;2
"FA20_SVFBBQD0XAFS";5;6;6;6;4;3;4;4;3;4;4;4;3;4;2;4;5;1;5;3;3;2;2
"FA20_SW6UACJMJMQQ";1;2;5;2;6;4;4;2;3;2;3;2;3;2;2;5;3;4;3;2;7;2;2
"FA20_SX11UUN9SBPU";5;5;6;6;6;2;4;4;2;4;4;4;2;4;2;5;4;4;5;3;7;4;2
"FA20_SX4DDIDUX8XM";2;2;2;4;1;4;2;3;4;3;2;2;4;1;4;5;2;5;3;3;6;2;2
"FA20_T2BP2P4NNTLS";3;5;6;6;6;3;3;4;2;4;4;3;2;4;3;4;4;2;4;3;4;4;2
"FA20_T4H6A759ZE3P";5;6;5;5;3;4;3;3;4;4;4;3;4;3;3;5;3;5;2;1;6;1;2
"FA20_T4ZM4F0GP0BP";3;3;3;3;3;3;4;3;3;4;2;2;4;1;2;5;2;3;3;1;4;3;2
"FA20_T51DYP8QZNQE";6;5;6;7;6;1;3;3;3;3;2;3;3;3;4;4;5;3;4;3;6;2;2
"FA20_T6AB8CH75LZE";5;7;2;6;6;1;3;4;1;4;3;3;2;4;1;3;4;2;3;2;5;4;3
"FA20_T7HYZRK76AKW";6;6;6;6;5;3;2;3;3;4;2;3;3;2;2;3;4;2;3;4;8;3;2
"FA20_T7ZLJWEVBCLN";6;6;6;6;6;2;4;4;2;4;4;4;2;4;2;2;5;2;4;4;8;3;2
"FA20_T8OBCTIXG17O";4;3;4;5;3;3;4;3;3;3;2;3;4;3;3;5;3;4;2;1;7;1;1
"FA20_T9Y3XSIM3Q52";5;5;5;6;6;3;3;3;3;2;3;3;2;3;1;3;4;3;3;2;7;2;2
"FA20_TAS15M9G62N2";6;7;6;7;5;3;3;4;3;4;2;3;2;1;1;2;4;1;4;3;8;4;NA
"FA20_TBM4OGLZYN3L";2;6;4;5;3;4;3;4;3;3;2;2;4;3;2;3;3;3;2;3;6;3;2
"FA20_TCB46WLW23TU";5;5;6;7;2;2;3;3;4;3;2;3;3;2;1;5;3;3;3;2;8;2;2
"FA20_TE04H92UATXV";3;5;5;6;2;4;2;2;4;2;3;3;4;2;1;5;2;5;1;3;4;2;2
"FA20_TFESR7UTZ5JK";5;6;6;6;5;3;3;3;3;3;3;3;3;3;1;3;5;1;4;3;5;4;2
"FA20_TFQA33ZVKXFR";7;5;6;7;3;3;3;4;2;3;3;3;3;3;5;4;4;5;4;5;7;3;2
"FA20_TGC5F747I0E5";4;5;5;4;4;3;3;4;2;4;3;3;2;3;2;3;4;2;3;2;5;2;2
"FA20_THQ8PNIJMRZ8";5;6;7;7;5;3;3;2;3;3;1;2;4;3;1;3;4;1;4;5;4;4;2
"FA20_THXU9GF5ODPH";1;2;2;6;1;4;4;3;3;3;2;3;4;3;2;5;3;4;2;1;3;2;2
"FA20_THZOKHCS2NRA";1;2;2;2;1;4;2;2;3;2;2;1;3;1;3;3;2;4;3;2;5;2;2
"FA20_TJCJC3REFFKU";4;5;5;4;2;4;3;3;3;3;2;2;3;2;4;4;4;5;3;1;8;3;1
"FA20_TLBI628LVN89";2;2;2;5;3;3;2;2;4;3;3;2;4;3;2;4;2;5;2;1;8;2;2
"FA20_TNB17CD2FC35";6;6;5;7;3;4;3;2;3;2;2;2;3;3;4;4;4;4;4;2;9;2;2
"FA20_TNGXLIXTPH8Z";4;6;7;4;7;3;4;3;3;3;3;3;3;4;2;5;5;4;5;1;8;3;2
"FA20_TNJU6511GDY3";4;5;4;3;3;4;3;3;4;3;3;3;4;2;1;4;3;4;3;2;8;2;2
"FA20_TOUXFGNQJ9BK";6;5;7;6;5;4;3;4;4;3;2;2;4;3;1;4;5;3;5;4;7;2;2
"FA20_TP0G9XEUW5J6";1;5;5;2;2;4;3;2;4;2;1;1;4;1;2;5;2;3;2;2;6;4;1
"FA20_TPS7VILYDVXL";5;6;5;6;5;3;3;4;3;4;4;4;3;4;2;5;5;3;3;1;8;1;1
"FA20_TRXQUUTVXG3C";5;5;5;6;3;2;3;2;3;3;3;3;2;3;3;4;4;3;3;2;5;2;2
"FA20_TW61C82V7KEE";4;5;5;5;3;3;3;3;2;4;3;3;2;3;1;3;3;1;3;4;6;4;2
"FA20_TZN50MZN3AK7";5;5;6;5;1;3;3;3;3;3;3;3;3;3;3;4;4;2;4;4;7;2;2
"FA20_U0GZRPGZ82DE";5;6;7;3;6;3;4;3;2;4;4;4;2;3;1;1;5;1;3;5;8;2;2
"FA20_U0U1E679HM4V";5;6;6;6;3;1;3;4;1;4;3;4;1;4;1;3;5;1;4;1;5;4;2
"FA20_U3ZZQHGCWZHG";5;4;5;7;4;2;4;4;2;4;3;4;3;4;1;3;4;1;5;2;7;2;2
"FA20_U41VKXDLWBYG";5;5;3;2;5;3;3;2;4;3;2;3;3;2;1;4;4;3;2;4;9;2;2
"FA20_U50A09LJAYP0";5;6;6;5;6;2;3;4;3;4;4;3;3;3;1;2;3;4;4;4;6;2;2
"FA20_U5FZTWOKCYU7";5;5;3;5;1;3;3;4;1;3;3;2;2;4;2;3;4;2;5;2;7;2;2
"FA20_U8M1IWH2OT9G";5;6;6;5;7;3;3;4;3;4;3;3;3;3;1;3;4;2;4;4;7;2;2
"FA20_UBCDYCA0OCDK";5;5;6;3;5;3;4;4;2;4;4;4;2;4;2;3;4;3;4;3;7;1;1
"FA20_UBVHTIQ1VZQK";5;5;5;5;5;2;3;4;2;4;4;4;2;4;2;4;3;3;3;2;8;2;2
"FA20_UCJYBA6RSASK";6;6;6;6;6;2;4;4;2;4;4;3;2;4;1;2;5;2;4;3;6;2;2
"FA20_UCK5K21J5MXI";5;5;4;6;3;3;3;2;4;3;3;3;3;1;2;5;4;3;4;1;7;3;1
"FA20_UD1SAU6TNU9D";4;5;3;3;2;3;3;3;3;3;3;3;3;3;2;5;2;5;2;1;5;4;2
"FA20_UE5T3BFRY00W";3;3;4;5;3;2;4;3;2;2;2;3;2;4;4;5;4;4;3;3;4;2;3
"FA20_UJJHAA9L7IOJ";5;3;3;5;3;2;3;3;3;3;4;3;4;1;4;4;2;4;1;1;6;3;2
"FA20_UMT2A8IY6C0R";2;2;3;2;1;4;3;3;4;3;2;3;4;2;2;5;3;4;2;2;8;2;2
"FA20_UMTG2QH5XFWJ";2;5;2;2;6;3;2;2;4;2;3;2;3;3;1;1;3;2;3;3;6;4;2
"FA20_UN43FP6ODCB8";5;6;6;5;3;2;4;3;2;3;4;3;2;4;1;2;5;1;5;4;4;2;2
"FA20_UOSNUUH0V08J";4;4;6;7;3;3;3;4;2;4;4;4;3;4;4;4;5;3;4;1;5;2;2
"FA20_UPDNUMS92WMD";6;7;7;5;7;1;4;4;1;4;3;4;3;3;2;3;5;2;3;5;6;4;2
"FA20_UPOLG878M1S4";5;5;5;3;5;3;3;4;1;3;3;3;2;4;2;2;3;1;4;3;7;1;1
